"col_yeux";"col_cheveux"
"obs4555";"LIGHT";"Medium"
"obs4556";"BLUE";"Dark"
"obs4557";"MEDIUM";"Dark"
"obs4558";"BLUE";"Fair"
"obs4559";"LIGHT";"Medium"
"obs4560";"DARK";"Dark"
"obs4561";"LIGHT";"Medium"
"obs4562";"LIGHT";"Medium"
"obs4563";"DARK";"Black"
"obs4564";"DARK";"Dark"
"obs4565";"DARK";"Dark"
"obs4566";"DARK";"Medium"
"obs4567";"MEDIUM";"Dark"
"obs4568";"BLUE";"Medium"
"obs4569";"LIGHT";"Fair"
"obs4570";"DARK";"Medium"
"obs4571";"LIGHT";"Medium"
"obs4572";"DARK";"Medium"
"obs4573";"LIGHT";"Medium"
"obs4574";"LIGHT";"Fair"
"obs4575";"DARK";"Dark"
"obs4576";"DARK";"Black"
"obs4577";"LIGHT";"Fair"
"obs4578";"LIGHT";"Medium"
"obs4579";"MEDIUM";"Dark"
"obs4580";"DARK";"Medium"
"obs4581";"BLUE";"Dark"
"obs4582";"LIGHT";"Fair"
"obs4583";"LIGHT";"Medium"
"obs4584";"MEDIUM";"Fair"
"obs4585";"LIGHT";"Red"
"obs4586";"LIGHT";"Medium"
"obs4587";"MEDIUM";"Medium"
"obs4588";"MEDIUM";"Black"
"obs4589";"LIGHT";"Fair"
"obs4590";"MEDIUM";"Fair"
"obs4591";"LIGHT";"Medium"
"obs4592";"DARK";"Dark"
"obs4593";"DARK";"Medium"
"obs4594";"DARK";"Medium"
"obs4595";"DARK";"Fair"
"obs4596";"LIGHT";"Fair"
"obs4597";"MEDIUM";"Medium"
"obs4598";"BLUE";"Medium"
"obs4599";"MEDIUM";"Medium"
"obs4600";"MEDIUM";"Fair"
"obs4601";"LIGHT";"Medium"
"obs4602";"LIGHT";"Dark"
"obs4603";"LIGHT";"Medium"
"obs4604";"LIGHT";"Medium"
"obs4605";"LIGHT";"Medium"
"obs4606";"LIGHT";"Medium"
"obs4607";"MEDIUM";"Fair"
"obs4608";"LIGHT";"Fair"
"obs4609";"MEDIUM";"Red"
"obs4610";"MEDIUM";"Dark"
"obs4611";"LIGHT";"Medium"
"obs4612";"MEDIUM";"Medium"
"obs4613";"LIGHT";"Medium"
"obs4614";"DARK";"Fair"
"obs4615";"LIGHT";"Medium"
"obs4616";"MEDIUM";"Fair"
"obs4617";"BLUE";"Dark"
"obs4618";"LIGHT";"Medium"
"obs4619";"LIGHT";"Fair"
"obs4620";"DARK";"Dark"
"obs4621";"BLUE";"Fair"
"obs4622";"MEDIUM";"Medium"
"obs4623";"MEDIUM";"Medium"
"obs4624";"LIGHT";"Fair"
"obs4625";"DARK";"Medium"
"obs4626";"MEDIUM";"Fair"
"obs4627";"MEDIUM";"Dark"
"obs4628";"DARK";"Medium"
"obs4629";"LIGHT";"Fair"
"obs4630";"LIGHT";"Fair"
"obs4631";"DARK";"Medium"
"obs4632";"MEDIUM";"Medium"
"obs4633";"BLUE";"Fair"
"obs4634";"DARK";"Black"
"obs4635";"MEDIUM";"Medium"
"obs4636";"DARK";"Dark"
"obs4637";"MEDIUM";"Dark"
"obs4638";"MEDIUM";"Medium"
"obs4639";"MEDIUM";"Medium"
"obs4640";"LIGHT";"Medium"
"obs4641";"MEDIUM";"Dark"
"obs4642";"MEDIUM";"Medium"
"obs4643";"BLUE";"Fair"
"obs4644";"MEDIUM";"Dark"
"obs4645";"BLUE";"Fair"
"obs4646";"MEDIUM";"Medium"
"obs4647";"LIGHT";"Medium"
"obs4648";"LIGHT";"Dark"
"obs4649";"MEDIUM";"Dark"
"obs4650";"BLUE";"Medium"
"obs4651";"MEDIUM";"Medium"
"obs4652";"MEDIUM";"Medium"
"obs4653";"BLUE";"Medium"
"obs4654";"MEDIUM";"Fair"
"obs4655";"DARK";"Black"
"obs4656";"BLUE";"Fair"
"obs4657";"DARK";"Dark"
"obs4658";"MEDIUM";"Medium"
"obs4659";"LIGHT";"Medium"
"obs4660";"MEDIUM";"Medium"
"obs4661";"MEDIUM";"Medium"
"obs4662";"MEDIUM";"Medium"
"obs4663";"DARK";"Red"
"obs4664";"MEDIUM";"Dark"
"obs4665";"DARK";"Medium"
"obs4666";"MEDIUM";"Fair"
"obs4667";"LIGHT";"Medium"
"obs4668";"LIGHT";"Medium"
"obs4669";"BLUE";"Medium"
"obs4670";"MEDIUM";"Medium"
"obs4671";"MEDIUM";"Medium"
"obs4672";"MEDIUM";"Fair"
"obs4673";"MEDIUM";"Medium"
"obs4674";"LIGHT";"Fair"
"obs4675";"BLUE";"Dark"
"obs4676";"LIGHT";"Fair"
"obs4677";"LIGHT";"Medium"
"obs4678";"DARK";"Medium"
"obs4679";"MEDIUM";"Dark"
"obs4680";"MEDIUM";"Medium"
"obs4681";"LIGHT";"Medium"
"obs4682";"MEDIUM";"Medium"
"obs4683";"DARK";"Medium"
"obs4684";"DARK";"Dark"
"obs4685";"DARK";"Dark"
"obs4686";"DARK";"Dark"
"obs4687";"LIGHT";"Fair"
"obs4688";"MEDIUM";"Dark"
"obs4689";"LIGHT";"Medium"
"obs4690";"DARK";"Medium"
"obs4691";"MEDIUM";"Medium"
"obs4692";"MEDIUM";"Dark"
"obs4693";"MEDIUM";"Medium"
"obs4694";"MEDIUM";"Medium"
"obs4695";"MEDIUM";"Dark"
"obs4696";"MEDIUM";"Medium"
"obs4697";"MEDIUM";"Fair"
"obs4698";"BLUE";"Dark"
"obs4699";"LIGHT";"Medium"
"obs4700";"DARK";"Dark"
"obs4701";"LIGHT";"Medium"
"obs4702";"LIGHT";"Fair"
"obs4703";"MEDIUM";"Dark"
"obs4704";"BLUE";"Medium"
"obs4705";"MEDIUM";"Medium"
"obs4706";"MEDIUM";"Medium"
"obs4707";"MEDIUM";"Medium"
"obs4708";"DARK";"Medium"
"obs4709";"MEDIUM";"Medium"
"obs4710";"DARK";"Dark"
"obs4711";"LIGHT";"Fair"
"obs4712";"DARK";"Dark"
"obs4713";"DARK";"Dark"
"obs4714";"DARK";"Dark"
"obs4715";"MEDIUM";"Fair"
"obs4716";"DARK";"Medium"
"obs4717";"MEDIUM";"Dark"
"obs4718";"MEDIUM";"Medium"
"obs4719";"MEDIUM";"Fair"
"obs4720";"DARK";"Medium"
"obs4721";"MEDIUM";"Medium"
"obs4722";"MEDIUM";"Red"
"obs4723";"LIGHT";"Red"
"obs4724";"DARK";"Dark"
"obs4725";"LIGHT";"Red"
"obs4726";"BLUE";"Fair"
"obs4727";"DARK";"Dark"
"obs4728";"BLUE";"Medium"
"obs4729";"LIGHT";"Fair"
"obs4730";"LIGHT";"Medium"
"obs4731";"BLUE";"Medium"
"obs4732";"LIGHT";"Red"
"obs4733";"LIGHT";"Dark"
"obs4734";"MEDIUM";"Black"
"obs4735";"MEDIUM";"Medium"
"obs4736";"MEDIUM";"Medium"
"obs4737";"BLUE";"Medium"
"obs4738";"MEDIUM";"Medium"
"obs4739";"DARK";"Fair"
"obs4740";"MEDIUM";"Medium"
"obs4741";"LIGHT";"Fair"
"obs4742";"LIGHT";"Medium"
"obs4743";"LIGHT";"Fair"
"obs4744";"DARK";"Medium"
"obs4745";"DARK";"Dark"
"obs4746";"BLUE";"Medium"
"obs4747";"DARK";"Dark"
"obs4748";"MEDIUM";"Medium"
"obs4749";"MEDIUM";"Medium"
"obs4750";"LIGHT";"Fair"
"obs4751";"MEDIUM";"Medium"
"obs4752";"LIGHT";"Medium"
"obs4753";"LIGHT";"Fair"
"obs4754";"MEDIUM";"Fair"
"obs4755";"BLUE";"Medium"
"obs4756";"MEDIUM";"Dark"
"obs4757";"DARK";"Dark"
"obs4758";"MEDIUM";"Medium"
"obs4759";"LIGHT";"Medium"
"obs4760";"LIGHT";"Fair"
"obs4761";"DARK";"Medium"
"obs4762";"DARK";"Dark"
"obs4763";"MEDIUM";"Dark"
"obs4764";"LIGHT";"Fair"
"obs4765";"LIGHT";"Dark"
"obs4766";"LIGHT";"Medium"
"obs4767";"DARK";"Dark"
"obs4768";"MEDIUM";"Fair"
"obs4769";"LIGHT";"Fair"
"obs4770";"MEDIUM";"Black"
"obs4771";"BLUE";"Medium"
"obs4772";"LIGHT";"Medium"
"obs4773";"MEDIUM";"Dark"
"obs4774";"DARK";"Medium"
"obs4775";"MEDIUM";"Dark"
"obs4776";"DARK";"Dark"
"obs4777";"BLUE";"Dark"
"obs4778";"LIGHT";"Medium"
"obs4779";"MEDIUM";"Fair"
"obs4780";"BLUE";"Medium"
"obs4781";"LIGHT";"Fair"
"obs4782";"BLUE";"Dark"
"obs4783";"MEDIUM";"Medium"
"obs4784";"MEDIUM";"Fair"
"obs4785";"MEDIUM";"Medium"
"obs4786";"MEDIUM";"Dark"
"obs4787";"BLUE";"Medium"
"obs4788";"LIGHT";"Medium"
"obs4789";"MEDIUM";"Medium"
"obs4790";"LIGHT";"Fair"
"obs4791";"BLUE";"Dark"
"obs4792";"DARK";"Black"
"obs4793";"DARK";"Dark"
"obs4794";"LIGHT";"Medium"
"obs4795";"LIGHT";"Red"
"obs4796";"MEDIUM";"Medium"
"obs4797";"BLUE";"Fair"
"obs4798";"DARK";"Dark"
"obs4799";"MEDIUM";"Medium"
"obs4800";"MEDIUM";"Medium"
"obs4801";"LIGHT";"Medium"
"obs4802";"DARK";"Medium"
"obs4803";"LIGHT";"Fair"
"obs4804";"DARK";"Dark"
"obs4805";"MEDIUM";"Fair"
"obs4806";"BLUE";"Fair"
"obs4807";"LIGHT";"Fair"
"obs4808";"BLUE";"Fair"
"obs4809";"MEDIUM";"Medium"
"obs4810";"LIGHT";"Fair"
"obs4811";"BLUE";"Fair"
"obs4812";"LIGHT";"Fair"
"obs4813";"LIGHT";"Fair"
"obs4814";"MEDIUM";"Dark"
"obs4815";"DARK";"Black"
"obs4816";"BLUE";"Fair"
"obs4817";"DARK";"Medium"
"obs4818";"MEDIUM";"Medium"
"obs4819";"MEDIUM";"Medium"
"obs4820";"MEDIUM";"Red"
"obs4821";"LIGHT";"Fair"
"obs4822";"DARK";"Fair"
"obs4823";"MEDIUM";"Medium"
"obs4824";"DARK";"Medium"
"obs4825";"MEDIUM";"Fair"
"obs4826";"BLUE";"Medium"
"obs4827";"LIGHT";"Fair"
"obs4828";"BLUE";"Medium"
"obs4829";"BLUE";"Fair"
"obs4830";"DARK";"Dark"
"obs4831";"DARK";"Medium"
"obs4832";"MEDIUM";"Medium"
"obs4833";"DARK";"Medium"
"obs4834";"MEDIUM";"Dark"
"obs4835";"DARK";"Medium"
"obs4836";"DARK";"Dark"
"obs4837";"MEDIUM";"Red"
"obs4838";"BLUE";"Fair"
"obs4839";"LIGHT";"Fair"
"obs4840";"DARK";"Dark"
"obs4841";"LIGHT";"Fair"
"obs4842";"LIGHT";"Medium"
"obs4843";"DARK";"Dark"
"obs4844";"DARK";"Dark"
"obs4845";"DARK";"Dark"
"obs4846";"MEDIUM";"Red"
"obs4847";"BLUE";"Fair"
"obs4848";"DARK";"Dark"
"obs4849";"MEDIUM";"Dark"
"obs4850";"MEDIUM";"Dark"
"obs4851";"LIGHT";"Fair"
"obs4852";"BLUE";"Red"
"obs4853";"MEDIUM";"Medium"
"obs4854";"LIGHT";"Fair"
"obs4855";"LIGHT";"Fair"
"obs4856";"DARK";"Medium"
"obs4857";"DARK";"Dark"
"obs4858";"LIGHT";"Medium"
"obs4859";"DARK";"Fair"
"obs4860";"DARK";"Dark"
"obs4861";"MEDIUM";"Fair"
"obs4862";"MEDIUM";"Dark"
"obs4863";"LIGHT";"Fair"
"obs4864";"DARK";"Medium"
"obs4865";"DARK";"Medium"
"obs4866";"BLUE";"Dark"
"obs4867";"MEDIUM";"Medium"
"obs4868";"MEDIUM";"Medium"
"obs4869";"DARK";"Black"
"obs4870";"MEDIUM";"Dark"
"obs4871";"LIGHT";"Fair"
"obs4872";"MEDIUM";"Red"
"obs4873";"BLUE";"Medium"
"obs4874";"BLUE";"Fair"
"obs4875";"LIGHT";"Fair"
"obs4876";"DARK";"Dark"
"obs4877";"DARK";"Medium"
"obs4878";"DARK";"Medium"
"obs4879";"LIGHT";"Fair"
"obs4880";"LIGHT";"Dark"
"obs4881";"DARK";"Dark"
"obs4882";"MEDIUM";"Dark"
"obs4883";"DARK";"Dark"
"obs4884";"MEDIUM";"Dark"
"obs4885";"LIGHT";"Fair"
"obs4886";"MEDIUM";"Medium"
"obs4887";"LIGHT";"Fair"
"obs4888";"LIGHT";"Dark"
"obs4889";"LIGHT";"Medium"
"obs4890";"MEDIUM";"Medium"
"obs4891";"MEDIUM";"Medium"
"obs4892";"DARK";"Dark"
"obs4893";"LIGHT";"Red"
"obs4894";"MEDIUM";"Medium"
"obs4895";"MEDIUM";"Dark"
"obs4896";"MEDIUM";"Medium"
"obs4897";"MEDIUM";"Medium"
"obs4898";"DARK";"Dark"
"obs4899";"MEDIUM";"Dark"
"obs4900";"MEDIUM";"Red"
"obs4901";"MEDIUM";"Fair"
"obs4902";"DARK";"Dark"
"obs4903";"MEDIUM";"Fair"
"obs4904";"MEDIUM";"Fair"
"obs4905";"BLUE";"Medium"
"obs4906";"LIGHT";"Medium"
"obs4907";"MEDIUM";"Medium"
"obs4908";"MEDIUM";"Fair"
"obs4909";"LIGHT";"Medium"
"obs4910";"DARK";"Dark"
"obs4911";"DARK";"Medium"
"obs4912";"MEDIUM";"Medium"
"obs4913";"LIGHT";"Dark"
"obs4914";"LIGHT";"Medium"
"obs4915";"MEDIUM";"Red"
"obs4916";"DARK";"Dark"
"obs4917";"BLUE";"Medium"
"obs4918";"MEDIUM";"Medium"
"obs4919";"MEDIUM";"Dark"
"obs4920";"LIGHT";"Medium"
"obs4921";"MEDIUM";"Dark"
"obs4922";"MEDIUM";"Medium"
"obs4923";"LIGHT";"Fair"
"obs4924";"LIGHT";"Medium"
"obs4925";"BLUE";"Fair"
"obs4926";"DARK";"Medium"
"obs4927";"LIGHT";"Medium"
"obs4928";"MEDIUM";"Medium"
"obs4929";"MEDIUM";"Medium"
"obs4930";"DARK";"Medium"
"obs4931";"DARK";"Red"
"obs4932";"MEDIUM";"Dark"
"obs4933";"MEDIUM";"Medium"
"obs4934";"MEDIUM";"Medium"
"obs4935";"MEDIUM";"Fair"
"obs4936";"DARK";"Medium"
"obs4937";"MEDIUM";"Medium"
"obs4938";"BLUE";"Fair"
"obs4939";"MEDIUM";"Fair"
"obs4940";"MEDIUM";"Medium"
"obs4941";"MEDIUM";"Fair"
"obs4942";"BLUE";"Fair"
"obs4943";"BLUE";"Medium"
"obs4944";"LIGHT";"Fair"
"obs4945";"DARK";"Medium"
"obs4946";"DARK";"Medium"
"obs4947";"MEDIUM";"Medium"
"obs4948";"LIGHT";"Fair"
"obs4949";"MEDIUM";"Dark"
"obs4950";"DARK";"Dark"
"obs4951";"DARK";"Dark"
"obs4952";"MEDIUM";"Fair"
"obs4953";"LIGHT";"Fair"
"obs4954";"MEDIUM";"Dark"
"obs4955";"BLUE";"Fair"
"obs4956";"MEDIUM";"Dark"
"obs4957";"LIGHT";"Fair"
"obs4958";"BLUE";"Fair"
"obs4959";"LIGHT";"Medium"
"obs4960";"LIGHT";"Medium"
"obs4961";"LIGHT";"Dark"
"obs4962";"MEDIUM";"Medium"
"obs4963";"LIGHT";"Dark"
"obs4964";"DARK";"Dark"
"obs4965";"BLUE";"Fair"
"obs4966";"LIGHT";"Fair"
"obs4967";"MEDIUM";"Fair"
"obs4968";"DARK";"Dark"
"obs4969";"MEDIUM";"Medium"
"obs4970";"LIGHT";"Medium"
"obs4971";"LIGHT";"Dark"
"obs4972";"DARK";"Dark"
"obs4973";"MEDIUM";"Fair"
"obs4974";"BLUE";"Fair"
"obs4975";"LIGHT";"Fair"
"obs4976";"LIGHT";"Medium"
"obs4977";"MEDIUM";"Medium"
"obs4978";"MEDIUM";"Medium"
"obs4979";"BLUE";"Fair"
"obs4980";"BLUE";"Fair"
"obs4981";"DARK";"Medium"
"obs4982";"MEDIUM";"Medium"
"obs4983";"MEDIUM";"Dark"
"obs4984";"BLUE";"Fair"
"obs4985";"MEDIUM";"Medium"
"obs4986";"MEDIUM";"Medium"
"obs4987";"BLUE";"Fair"
"obs4988";"BLUE";"Fair"
"obs4989";"MEDIUM";"Medium"
"obs4990";"MEDIUM";"Dark"
"obs4991";"MEDIUM";"Medium"
"obs4992";"MEDIUM";"Fair"
"obs4993";"DARK";"Dark"
"obs4994";"MEDIUM";"Fair"
"obs4995";"LIGHT";"Medium"
"obs4996";"LIGHT";"Fair"
"obs4997";"MEDIUM";"Medium"
"obs4998";"DARK";"Dark"
"obs4999";"BLUE";"Medium"
"obs5000";"LIGHT";"Red"
"obs5001";"LIGHT";"Fair"
"obs5002";"BLUE";"Fair"
"obs5003";"DARK";"Dark"
"obs5004";"LIGHT";"Red"
"obs5005";"DARK";"Dark"
"obs5006";"MEDIUM";"Dark"
"obs5007";"DARK";"Medium"
"obs5008";"MEDIUM";"Medium"
"obs5009";"LIGHT";"Fair"
"obs5010";"MEDIUM";"Dark"
"obs5011";"MEDIUM";"Medium"
"obs5012";"BLUE";"Medium"
"obs5013";"DARK";"Dark"
"obs5014";"LIGHT";"Dark"
"obs5015";"LIGHT";"Dark"
"obs5016";"MEDIUM";"Medium"
"obs5017";"LIGHT";"Medium"
"obs5018";"MEDIUM";"Fair"
"obs5019";"DARK";"Dark"
"obs5020";"MEDIUM";"Medium"
"obs5021";"DARK";"Dark"
"obs5022";"MEDIUM";"Medium"
"obs5023";"BLUE";"Medium"
"obs5024";"LIGHT";"Fair"
"obs5025";"LIGHT";"Medium"
"obs5026";"DARK";"Dark"
"obs5027";"BLUE";"Red"
"obs5028";"DARK";"Fair"
"obs5029";"MEDIUM";"Medium"
"obs5030";"MEDIUM";"Medium"
"obs5031";"MEDIUM";"Fair"
"obs5032";"DARK";"Dark"
"obs5033";"DARK";"Dark"
"obs5034";"DARK";"Fair"
"obs5035";"MEDIUM";"Dark"
"obs5036";"DARK";"Fair"
"obs5037";"MEDIUM";"Medium"
"obs5038";"DARK";"Dark"
"obs5039";"MEDIUM";"Medium"
"obs5040";"MEDIUM";"Red"
"obs5041";"DARK";"Medium"
"obs5042";"MEDIUM";"Dark"
"obs5043";"MEDIUM";"Dark"
"obs5044";"BLUE";"Medium"
"obs5045";"DARK";"Dark"
"obs5046";"BLUE";"Fair"
"obs5047";"DARK";"Medium"
"obs5048";"BLUE";"Dark"
"obs5049";"BLUE";"Fair"
"obs5050";"DARK";"Medium"
"obs5051";"BLUE";"Medium"
"obs5052";"LIGHT";"Fair"
"obs5053";"DARK";"Dark"
"obs5054";"LIGHT";"Fair"
"obs5055";"MEDIUM";"Medium"
"obs5056";"MEDIUM";"Dark"
"obs5057";"LIGHT";"Fair"
"obs5058";"MEDIUM";"Medium"
"obs5059";"LIGHT";"Dark"
"obs5060";"MEDIUM";"Dark"
"obs5061";"DARK";"Dark"
"obs5062";"DARK";"Medium"
"obs5063";"LIGHT";"Fair"
"obs5064";"LIGHT";"Fair"
"obs5065";"MEDIUM";"Fair"
"obs5066";"MEDIUM";"Dark"
"obs5067";"BLUE";"Dark"
"obs5068";"MEDIUM";"Fair"
"obs5069";"LIGHT";"Fair"
"obs5070";"MEDIUM";"Medium"
"obs5071";"LIGHT";"Fair"
"obs5072";"DARK";"Dark"
"obs5073";"DARK";"Fair"
"obs5074";"MEDIUM";"Medium"
"obs5075";"DARK";"Medium"
"obs5076";"MEDIUM";"Medium"
"obs5077";"DARK";"Black"
"obs5078";"MEDIUM";"Medium"
"obs5079";"DARK";"Dark"
"obs5080";"DARK";"Medium"
"obs5081";"LIGHT";"Medium"
"obs5082";"MEDIUM";"Medium"
"obs5083";"MEDIUM";"Medium"
"obs5084";"DARK";"Medium"
"obs5085";"DARK";"Dark"
"obs5086";"MEDIUM";"Red"
"obs5087";"DARK";"Medium"
"obs5088";"MEDIUM";"Medium"
"obs5089";"DARK";"Fair"
"obs5090";"MEDIUM";"Medium"
"obs5091";"DARK";"Medium"
"obs5092";"MEDIUM";"Fair"
"obs5093";"MEDIUM";"Red"
"obs5094";"LIGHT";"Medium"
"obs5095";"BLUE";"Fair"
"obs5096";"MEDIUM";"Medium"
"obs5097";"MEDIUM";"Medium"
"obs5098";"LIGHT";"Red"
"obs5099";"LIGHT";"Medium"
"obs5100";"DARK";"Dark"
"obs5101";"MEDIUM";"Medium"
"obs5102";"LIGHT";"Medium"
"obs5103";"MEDIUM";"Medium"
"obs5104";"BLUE";"Fair"
"obs5105";"LIGHT";"Fair"
"obs5106";"LIGHT";"Medium"
"obs5107";"LIGHT";"Medium"
"obs5108";"LIGHT";"Fair"
"obs5109";"DARK";"Medium"
"obs5110";"MEDIUM";"Medium"
"obs5111";"DARK";"Medium"
"obs5112";"DARK";"Medium"
"obs5113";"LIGHT";"Medium"
"obs5114";"MEDIUM";"Medium"
"obs5115";"LIGHT";"Fair"
"obs5116";"LIGHT";"Fair"
"obs5117";"BLUE";"Fair"
"obs5118";"MEDIUM";"Dark"
"obs5119";"LIGHT";"Medium"
"obs5120";"MEDIUM";"Medium"
"obs5121";"LIGHT";"Fair"
"obs5122";"LIGHT";"Fair"
"obs5123";"DARK";"Dark"
"obs5124";"MEDIUM";"Dark"
"obs5125";"LIGHT";"Medium"
"obs5126";"MEDIUM";"Fair"
"obs5127";"LIGHT";"Dark"
"obs5128";"BLUE";"Medium"
"obs5129";"LIGHT";"Red"
"obs5130";"DARK";"Medium"
"obs5131";"DARK";"Fair"
"obs5132";"BLUE";"Fair"
"obs5133";"MEDIUM";"Medium"
"obs5134";"DARK";"Medium"
"obs5135";"MEDIUM";"Fair"
"obs5136";"LIGHT";"Fair"
"obs5137";"MEDIUM";"Dark"
"obs5138";"MEDIUM";"Medium"
"obs5139";"MEDIUM";"Fair"
"obs5140";"DARK";"Dark"
"obs5141";"DARK";"Dark"
"obs5142";"MEDIUM";"Medium"
"obs5143";"DARK";"Medium"
"obs5144";"BLUE";"Fair"
"obs5145";"MEDIUM";"Medium"
"obs5146";"BLUE";"Black"
"obs5147";"MEDIUM";"Medium"
"obs5148";"LIGHT";"Dark"
"obs5149";"MEDIUM";"Medium"
"obs5150";"LIGHT";"Fair"
"obs5151";"MEDIUM";"Fair"
"obs5152";"LIGHT";"Medium"
"obs5153";"DARK";"Dark"
"obs5154";"LIGHT";"Medium"
"obs5155";"BLUE";"Medium"
"obs5156";"LIGHT";"Fair"
"obs5157";"MEDIUM";"Red"
"obs5158";"DARK";"Medium"
"obs5159";"DARK";"Dark"
"obs5160";"DARK";"Dark"
"obs5161";"LIGHT";"Medium"
"obs5162";"LIGHT";"Medium"
"obs5163";"LIGHT";"Medium"
"obs5164";"MEDIUM";"Fair"
"obs5165";"BLUE";"Fair"
"obs5166";"BLUE";"Medium"
"obs5167";"MEDIUM";"Dark"
"obs5168";"MEDIUM";"Dark"
"obs5169";"BLUE";"Fair"
"obs5170";"LIGHT";"Fair"
"obs5171";"LIGHT";"Fair"
"obs5172";"DARK";"Medium"
"obs5173";"MEDIUM";"Fair"
"obs5174";"BLUE";"Medium"
"obs5175";"BLUE";"Fair"
"obs5176";"MEDIUM";"Medium"
"obs5177";"MEDIUM";"Fair"
"obs5178";"LIGHT";"Fair"
"obs5179";"MEDIUM";"Dark"
"obs5180";"DARK";"Dark"
"obs5181";"LIGHT";"Fair"
"obs5182";"MEDIUM";"Dark"
"obs5183";"LIGHT";"Fair"
"obs5184";"LIGHT";"Fair"
"obs5185";"MEDIUM";"Medium"
"obs5186";"LIGHT";"Fair"
"obs5187";"DARK";"Red"
"obs5188";"DARK";"Medium"
"obs5189";"DARK";"Medium"
"obs5190";"BLUE";"Red"
"obs5191";"LIGHT";"Fair"
"obs5192";"LIGHT";"Fair"
"obs5193";"BLUE";"Medium"
"obs5194";"MEDIUM";"Medium"
"obs5195";"BLUE";"Fair"
"obs5196";"DARK";"Medium"
"obs5197";"LIGHT";"Fair"
"obs5198";"MEDIUM";"Medium"
"obs5199";"MEDIUM";"Dark"
"obs5200";"MEDIUM";"Dark"
"obs5201";"MEDIUM";"Medium"
"obs5202";"MEDIUM";"Dark"
"obs5203";"LIGHT";"Medium"
"obs5204";"MEDIUM";"Medium"
"obs5205";"DARK";"Dark"
"obs5206";"LIGHT";"Dark"
"obs5207";"MEDIUM";"Red"
"obs5208";"MEDIUM";"Medium"
"obs5209";"MEDIUM";"Dark"
"obs5210";"LIGHT";"Medium"
"obs5211";"DARK";"Dark"
"obs5212";"DARK";"Dark"
"obs5213";"MEDIUM";"Dark"
"obs5214";"LIGHT";"Fair"
"obs5215";"BLUE";"Dark"
"obs5216";"MEDIUM";"Medium"
"obs5217";"DARK";"Dark"
"obs5218";"MEDIUM";"Medium"
"obs5219";"LIGHT";"Medium"
"obs5220";"DARK";"Dark"
"obs5221";"MEDIUM";"Fair"
"obs5222";"DARK";"Dark"
"obs5223";"BLUE";"Fair"
"obs5224";"MEDIUM";"Medium"
"obs5225";"MEDIUM";"Medium"
"obs5226";"MEDIUM";"Fair"
"obs5227";"BLUE";"Fair"
"obs5228";"LIGHT";"Dark"
"obs5229";"LIGHT";"Medium"
"obs5230";"MEDIUM";"Dark"
"obs5231";"DARK";"Dark"
"obs5232";"DARK";"Medium"
"obs5233";"DARK";"Medium"
"obs5234";"DARK";"Dark"
"obs5235";"MEDIUM";"Medium"
"obs5236";"DARK";"Dark"
"obs5237";"MEDIUM";"Dark"
"obs5238";"DARK";"Dark"
"obs5239";"LIGHT";"Medium"
"obs5240";"BLUE";"Medium"
"obs5241";"DARK";"Medium"
"obs5242";"LIGHT";"Fair"
"obs5243";"MEDIUM";"Medium"
"obs5244";"BLUE";"Dark"
"obs5245";"MEDIUM";"Dark"
"obs5246";"DARK";"Dark"
"obs5247";"DARK";"Dark"
"obs5248";"MEDIUM";"Fair"
"obs5249";"DARK";"Dark"
"obs5250";"MEDIUM";"Medium"
"obs5251";"MEDIUM";"Dark"
"obs5252";"LIGHT";"Dark"
"obs5253";"BLUE";"Dark"
"obs5254";"DARK";"Dark"
"obs5255";"DARK";"Dark"
"obs5256";"MEDIUM";"Dark"
"obs5257";"DARK";"Fair"
"obs5258";"LIGHT";"Dark"
"obs5259";"BLUE";"Black"
"obs5260";"MEDIUM";"Dark"
"obs5261";"DARK";"Red"
"obs5262";"LIGHT";"Fair"
"obs5263";"MEDIUM";"Dark"
"obs5264";"DARK";"Medium"
"obs5265";"DARK";"Fair"
"obs5266";"MEDIUM";"Medium"
"obs5267";"DARK";"Red"
"obs5268";"LIGHT";"Fair"
"obs5269";"MEDIUM";"Medium"
"obs5270";"DARK";"Dark"
"obs5271";"DARK";"Medium"
"obs5272";"MEDIUM";"Medium"
"obs5273";"LIGHT";"Fair"
"obs5274";"MEDIUM";"Fair"
"obs5275";"DARK";"Medium"
"obs5276";"DARK";"Dark"
"obs5277";"BLUE";"Dark"
"obs5278";"DARK";"Dark"
"obs5279";"DARK";"Fair"
"obs5280";"MEDIUM";"Fair"
"obs5281";"MEDIUM";"Medium"
"obs5282";"LIGHT";"Dark"
"obs5283";"MEDIUM";"Medium"
"obs5284";"DARK";"Dark"
"obs5285";"DARK";"Red"
"obs5286";"MEDIUM";"Dark"
"obs5287";"MEDIUM";"Dark"
"obs5288";"MEDIUM";"Medium"
"obs5289";"MEDIUM";"Medium"
"obs5290";"BLUE";"Fair"
"obs5291";"LIGHT";"Dark"
"obs5292";"DARK";"Fair"
"obs5293";"LIGHT";"Fair"
"obs5294";"MEDIUM";"Fair"
"obs5295";"LIGHT";"Dark"
"obs5296";"BLUE";"Fair"
"obs5297";"LIGHT";"Medium"
"obs5298";"DARK";"Medium"
"obs5299";"DARK";"Dark"
"obs5300";"LIGHT";"Medium"
"obs5301";"MEDIUM";"Dark"
"obs5302";"MEDIUM";"Fair"
